,rep,t,genotype,drivers,tissue,blood,diff,pcterr,logprob,popsize,cellhge,cell_ID,is_outer,norm_t,norm_t_binned,norm_age,r_mean,r_std,centroid_x,centroid_y,centroid_r
245,0,175.00014109490007,92,"(90,)",0.00045372050816696913,0.00021422450728363326,-0.00023949600088333587,-52.784918594687234,-0.32591915018346146,1,0.1,1922271,True,0.2642725014759064,0.28,0.007550839411833321,22.360679774997894,,22.0,4.0,22.360679774997898
246,0,175.00014109490007,94,"(92,)",0.00045372050816696913,0.0019280205655526992,0.00147430005738573,324.9357326478149,0.6283231790526531,1,0.9,1886476,True,0.2642725014759064,0.28,0.0,26.0,,-10.0,-24.0,26.0
247,0,175.00014109490007,95,"(93,)",0.00045372050816696913,0.00021422450728363326,-0.00023949600088333587,-52.784918594687234,-0.32591915018346146,1,0.1,1886040,True,0.2642725014759064,0.28,0.0,10.198039027185567,,-10.0,-2.0,10.198039027185569
248,0,180.0002827768788,1,(),0.9721598563089358,0.9539323511101888,-0.01822750519874694,-1.8749493800281496,-0.00822010620539131,2165,459.70000000000005,1922723,True,0.2718233522453003,0.28,0.26417627725424153,17.90033432548662,6.530160270418794,0.5796766743648961,-0.2882217090069284,0.6473768611447434
249,0,180.0002827768788,58,"(56,)",0.010327795240233499,0.013073251711973438,0.002745456471739939,26.583180706803667,0.10237600328572306,23,6.3,1923248,True,0.2718233522453003,0.28,0.13591143845208675,22.197779628009847,3.7291683845375307,-20.52173913043478,-8.304347826086957,22.13829193398292
250,0,180.0002827768788,59,"(57,)",0.010776829815895825,0.018261050010375597,0.007484220194479772,69.44732655461021,0.22903471951975732,24,8.8,1905431,True,0.2718233522453003,0.28,0.12836122683124027,23.82231456682362,2.2159097484297385,0.5416666666666666,23.75,23.756176097549407
251,0,180.0002827768788,90,"(88,)",0.004939380332285586,0.013903299439717784,0.008963919107432198,181.47861683865003,0.4494454026066213,11,6.7,1926164,True,0.2718233522453003,0.28,0.03020259504681289,26.003294830062853,1.7063187799790724,-20.454545454545453,16.0,25.96898977149604
252,0,180.0002827768788,92,"(90,)",0.000449034575662326,0.0002075119319360863,-0.00024152264372623967,-53.78709275783358,-0.3352365966980802,1,0.1,1908342,True,0.2718233522453003,0.28,0.015101690181227213,22.56102834535696,,22.0,5.0,22.561028345356956
253,0,180.0002827768788,95,"(93,)",0.000898069151324652,0.0004150238638721726,-0.00048304528745247933,-53.78709275783358,-0.33523665298261535,2,0.2,1921675,True,0.2718233522453003,0.28,0.007550850769393891,9.842436003845354,0.5028986184286083,-9.5,-2.5,9.82344135219425
254,0,180.0002827768788,97,"(95,)",0.000449034575662326,0.0002075119319360863,-0.00024152264372623967,-53.78709275783358,-0.3352365966980802,1,0.1,1925382,True,0.2718233522453003,0.28,0.0,17.804493814764857,,-14.0,-11.0,17.804493814764857
255,0,185.00012285110745,1,(),0.9658580413297394,0.9356456330965315,-0.03021240823320792,-3.1280381733544576,-0.013801904949871014,2150,447.8,1923261,True,0.27937374754857813,0.28,0.2717266725575193,17.86234891621545,6.501045342082601,0.28511627906976744,-0.35348837209302325,0.45414240255184846
256,0,185.00012285110745,58,"(56,)",0.01078167115902965,0.015043877977434183,0.004262206818404533,39.531968240702035,0.14467371929970396,24,7.2,1926090,True,0.27937374754857813,0.28,0.14346183375536453,22.556598836720028,4.875833815259916,-21.041666666666668,-7.875,22.467028310640263
257,0,185.00012285110745,59,"(57,)",0.013477088948787063,0.02632678646050982,0.012849697511722756,95.34475553698286,0.29080175454633606,30,12.6,1926671,True,0.27937374754857813,0.28,0.13591162213451807,24.17880539340718,2.308612752822243,0.7333333333333333,24.1,24.11115463385729
258,0,185.00012285110745,90,"(88,)",0.006289308176100629,0.01964061847053907,0.013351310294438442,212.28583368157123,0.4945522789486551,14,9.4,1923590,True,0.27937374754857813,0.28,0.037752990350090686,26.422321357153972,1.8616179354775497,-21.071428571428573,15.857142857142858,26.37146339573618
259,0,185.00012285110745,92,"(90,)",0.0004492362982929021,0.0002089427496865859,-0.0002402935486063162,-53.489343919765986,-0.33244742309938063,1,0.1,1909382,True,0.27937374754857813,0.28,0.022652085484505008,22.56102834535696,,22.0,5.0,22.561028345356956
260,0,185.00012285110745,95,"(93,)",0.0013477088948787063,0.0006268282490597577,-0.0007208806458189486,-53.489343919765986,-0.33244749721893757,3,0.30000000000000004,1921679,True,0.27937374754857813,0.28,0.015101246072671689,10.288403965063218,0.8503621449165986,-10.0,-2.3333333333333335,10.268614533832908
261,0,185.00012285110745,97,"(95,)",0.0008984725965858042,0.0004178854993731718,-0.0004805870972126324,-53.489343919765986,-0.3324474786890451,2,0.2,1925346,True,0.27937374754857813,0.28,0.007550395303277797,17.102856640810792,0.9922648072709696,-13.5,-10.5,17.10263137648707
262,0,185.00012285110745,98,"(88, 96)",0.0004492362982929021,0.0018804847471792729,0.0014312484488863708,318.5959047221061,0.6217949015814698,1,0.9,1904131,True,0.27937374754857813,0.28,0.0,25.55386467836128,,-22.0,13.0,25.553864678361276
263,0,185.00012285110745,100,"(98,)",0.0004492362982929021,0.0002089427496865859,-0.0002402935486063162,-53.489343919765986,-0.33244742309938063,1,0.1,1923216,True,0.27937374754857813,0.28,0.0,13.341664064126334,,3.0,13.0,13.341664064126334
264,0,190.00005456981071,1,(),0.9673765292251926,0.9517137314076309,-0.015662797817561636,-1.6191004582369335,-0.007089210803821024,2135,441.5,1918560,True,0.2869242812466846,0.28,0.27927720625562585,17.81260322737821,6.511734774396552,0.2758782201405152,-0.17985948477751756,0.32932996616210414
265,0,190.00005456981071,58,"(56,)",0.0095151789759855,0.006251347273119207,-0.003263831702866293,-34.30131699155195,-0.18244333380908181,21,2.9000000000000004,1926443,True,0.2869242812466846,0.28,0.15101236745347107,20.61506227042425,3.3346915848181657,-19.333333333333332,-6.904761904761905,20.52933303201127
266,0,190.00005456981071,59,"(57,)",0.013140009062075216,0.023496443198965294,0.010356434136890079,78.81603496591862,0.25240645922777366,29,10.9,1925229,True,0.2869242812466846,0.28,0.14346215583262462,24.016652740671056,2.541170588573764,0.3448275862068966,23.93103448275862,23.933518702422163
267,0,190.00005456981071,90,"(88,)",0.004531037607612143,0.012502694546238412,0.00797165693862627,175.93446863548178,0.4408059480945607,10,5.8,1919474,True,0.2869242812466846,0.28,0.045303524048197215,26.011229601117908,2.5638371065277017,-21.4,14.5,25.849758219372188
268,0,190.00005456981071,92,"(90,)",0.001359311282283643,0.0006466910972192283,-0.0007126201850644147,-52.4250916145721,-0.32262200415030257,3,0.30000000000000004,1924817,True,0.2869242812466846,0.28,0.030202619182611537,23.28932052841534,0.641345450672036,22.666666666666668,5.333333333333333,23.285665595430643
269,0,190.00005456981071,95,"(93,)",0.001359311282283643,0.0006466910972192283,-0.0007126201850644147,-52.4250916145721,-0.32262200415030257,3,0.30000000000000004,1922240,True,0.2869242812466846,0.28,0.022651779770778216,10.36915979230488,0.8489922275685219,-10.0,-2.6666666666666665,10.349449797506683
270,0,190.00005456981071,97,"(95,)",0.0018124150430448573,0.0008622547962923044,-0.000950160246752553,-52.42509161457211,-0.3226220129520023,4,0.4,1923887,True,0.2869242812466846,0.28,0.015100929001384326,16.602590953926708,1.2132455737077183,-13.25,-10.0,16.60007530103403
271,0,190.00005456981071,98,"(88, 96)",0.0009062075215224287,0.0038801465833153696,0.002973939061792941,328.17417546885105,0.6316204333505606,2,1.8,1920618,True,0.2869242812466846,0.28,0.007550533698106529,26.454812675404042,0.5345770464245023,-23.0,13.0,26.419689627245813
272,0,195.0001712219195,1,(),0.9623149394347241,0.9397316821465429,-0.022583257288181224,-2.346763659457154,-0.01031335911801508,2145,455.3,1924088,True,0.29447509421778706,0.28,0.28682801922672824,17.900561068848102,6.553684174049883,0.4881118881118881,-0.6703962703962704,0.8292673722493739
273,0,195.0001712219195,58,"(56,)",0.006280843427545985,0.0028895768833849334,-0.0033912665441610517,-53.9938080495356,-0.33718370479144394,14,1.4000000000000001,1925670,True,0.29447509421778706,0.28,0.15856318042457346,20.23739554829432,1.3088309494848782,-18.928571428571427,-6.928571428571429,20.15678343306161
274,0,195.0001712219195,59,"(57,)",0.016599371915657246,0.027450980392156866,0.01085160847649962,65.37360890302068,0.21846620295928634,37,13.3,1916156,True,0.29447509421778706,0.28,0.151012968803727,24.024768034099054,2.499940408101404,0.8918918918918919,23.89189189189189,23.90853339961847
275,0,195.0001712219195,90,"(88,)",0.006280843427545985,0.017750257997936017,0.011469414570390031,182.609464838567,0.4511866981908887,14,8.6,1904263,True,0.29447509421778706,0.28,0.052854337019299605,25.56646492556552,1.2704389591970124,-20.0,15.857142857142858,25.523498576641813
276,0,195.0001712219195,92,"(90,)",0.0022431583669807087,0.0026831785345717237,0.000440020167591015,19.61609907120745,0.07778963188924501,5,1.3,1925061,True,0.29447509421778706,0.28,0.03775343215371393,23.534294017445756,0.959821012231507,22.8,5.8,23.526155657055405
277,0,195.0001712219195,95,"(93,)",0.0026917900403768506,0.0012383900928792573,-0.0014533999474975934,-53.993808049535595,-0.337183693971308,6,0.6000000000000001,1918720,True,0.29447509421778706,0.28,0.030202592741880606,10.521403507328522,0.7483861858493266,-10.0,-3.1666666666666665,10.489412651706376
278,0,195.0001712219195,97,"(95,)",0.0013458950201884253,0.0006191950464396286,-0.0007266999737487967,-53.993808049535595,-0.33718367503607194,3,0.30000000000000004,1911462,True,0.29447509421778706,0.28,0.022651741972486716,16.669714782950038,1.4767916517388422,-13.333333333333334,-10.0,16.666666666666668
279,0,195.0001712219195,98,"(88, 96)",0.001794526693584567,0.007430340557275542,0.0056358138636909754,314.0557275541796,0.617058778176599,4,3.6,1917183,True,0.29447509421778706,0.28,0.015101346669208919,26.652245805142854,1.37005768357648,-23.5,12.25,26.501179219046083
280,0,195.0001712219195,101,"(99,)",0.00044863167339614175,0.00020639834881320952,-0.00024223332458293224,-53.993808049535595,-0.33718359929515,1,0.1,1919280,True,0.29447509421778706,0.28,0.0,22.84731931759173,,9.0,21.0,22.847319317591726
281,0,200.0004017533224,1,(),0.9621004566210045,0.9458314757021845,-0.01626898091882001,-1.6909856768968117,-0.007406658247538449,2107,424.3,1924264,True,0.3020260791611275,0.28,0.2943790041700687,17.7403438735129,6.502478883689105,0.43046986236355006,-0.5420028476506882,0.6921498315139207
282,0,200.0004017533224,58,"(56,)",0.00684931506849315,0.003343736067766384,-0.0035055790007267663,-51.18145341061079,-0.31141514775922985,15,1.5,1920762,True,0.3020260791611275,0.28,0.16611416536791393,20.312410150526727,1.1367217322408805,-19.2,-6.466666666666667,20.25975759425018
283,0,200.0004017533224,59,"(57,)",0.015525114155251141,0.02362906821221578,0.008103954056964638,52.19899819044869,0.18241179285628412,34,10.6,1916319,True,0.3020260791611275,0.28,0.15856395374706744,23.611646718627533,2.2607637083226724,1.5,23.441176470588236,23.489119913808167
284,0,200.0004017533224,90,"(88,)",0.005936073059360731,0.015381185911725367,0.009445112852364636,159.11382420521963,0.4134905795309399,13,6.9,1912926,True,0.3020260791611275,0.28,0.06040532196264007,25.738014451612223,2.065791961770854,-19.46153846153846,16.76923076923077,25.689659006722078
285,0,200.0004017533224,92,"(90,)",0.0018264840182648401,0.0008916629514043691,-0.000934821066860471,-51.18145341061079,-0.3114151294783294,4,0.4,1916273,True,0.3020260791611275,0.28,0.04530441709705439,23.167867521807196,0.5772515246018072,22.5,5.5,23.16246964380094
286,0,200.0004017533224,95,"(93,)",0.00228310502283105,0.0011145786892554615,-0.0011685263335755886,-51.18145341061078,-0.3114151344640293,5,0.5,1925826,True,0.3020260791611275,0.28,0.03775357768522107,10.655912648435004,0.7512702816920152,-10.2,-3.0,10.63202708800161
287,0,200.0004017533224,97,"(95,)",0.0018264840182648401,0.0008916629514043691,-0.000934821066860471,-51.18145341061079,-0.3114151294783294,4,0.4,1921061,True,0.3020260791611275,0.28,0.030202726915827177,16.92523759045106,1.3096220863452095,-13.25,-10.5,16.905990062696713
288,0,200.0004017533224,98,"(88, 96)",0.0009132420091324201,0.004012483281319661,0.003099241272187241,339.3669193045029,0.6428273183008345,2,1.8,1924290,True,0.3020260791611275,0.28,0.02265233161254938,26.91241362668584,1.5633251652642906,-22.0,15.5,26.911893281595777
289,0,200.0004017533224,101,"(99,)",0.0013698630136986301,0.000668747213553277,-0.0007011158001453532,-51.181453410610786,-0.31141512116882986,3,0.30000000000000004,1926196,True,0.3020260791611275,0.28,0.0075509849433404615,22.379903764016976,0.458106177657677,9.333333333333334,20.333333333333332,22.373098926066447
290,0,200.0004017533224,103,"(101,)",0.00045662100456621003,0.0020062416406598305,0.0015496206360936205,339.3669193045029,0.6428272815691798,1,0.9,1880117,True,0.3020260791611275,0.28,0.0,27.85677655436824,,-26.0,-10.0,27.85677655436824
291,0,200.0004017533224,104,"(102,)",0.00045662100456621003,0.0020062416406598305,0.0015496206360936205,339.3669193045029,0.6428272815691798,1,0.9,1920248,True,0.3020260791611275,0.28,0.0,25.942243542145693,,-23.0,12.0,25.942243542145693
292,0,200.0004017533224,105,"(103,)",0.00045662100456621003,0.00022291573785109228,-0.00023370526671511775,-51.18145341061079,-0.3114150546928508,1,0.1,1906174,True,0.3020260791611275,0.28,0.0,6.324555320336759,,-6.0,2.0,6.324555320336759
293,0,205.0001876868685,1,(),0.9530897609382047,0.9208920681674732,-0.03219769277073159,-3.3782434866404136,-0.01492507161787645,2113,437.7,1923369,True,0.30957639270507914,0.33,0.3019293177140204,17.740842145144715,6.513233350205556,0.10979649787032655,-0.6682442025556081,0.677204241860437
294,0,205.0001876868685,58,"(56,)",0.008570139828597204,0.003997475278771302,-0.0045726645498259015,-53.35577529981065,-0.331202115383582,19,1.9000000000000001,1922712,True,0.30957639270507914,0.33,0.1736644789118656,20.173815914010646,1.4009099797513886,-18.94736842105263,-6.631578947368421,20.074376937237243
295,0,205.0001876868685,59,"(57,)",0.02435723951285521,0.04839049021670524,0.02403325070385003,98.66984594525096,0.2981319541288129,54,23.0,1926394,True,0.30957639270507914,0.33,0.1661142672910191,24.148241960775426,2.3535206506368684,1.3888888888888888,23.962962962962962,24.003179087571162
296,0,205.0001876868685,90,"(88,)",0.005863779882724403,0.016200294550810016,0.010336514668085613,176.27733091650617,0.44134524695976496,13,7.7,1912612,True,0.30957639270507914,0.33,0.06795563550659173,27.217567571189292,3.68162330139715,-20.153846153846153,18.23076923076923,27.17606412890692
297,0,205.0001876868685,92,"(90,)",0.0036084799278304014,0.006732589943193773,0.0031241100153633714,86.57689880075743,0.2708578645629366,8,3.2,1913958,True,0.30957639270507914,0.33,0.052854730641006056,24.51068141527372,1.7242792478367759,24.0,4.875,24.490112800883544
298,0,205.0001876868685,95,"(93,)",0.0022552999548940008,0.0010519671786240268,-0.001203332776269974,-53.35577529981065,-0.33120209915285576,5,0.5,1920332,True,0.30957639270507914,0.33,0.045303891229172735,10.020633424837282,1.2180444188502613,-9.6,-2.8,10.0
299,0,205.0001876868685,97,"(95,)",0.0004510599909788002,0.0002103934357248054,-0.00024066655525399478,-53.35577529981064,-0.331202011043228,1,0.1,1901932,True,0.30957639270507914,0.33,0.03775304045977884,17.69180601295413,,-13.0,-12.0,17.69180601295413
300,0,205.0001876868685,98,"(88, 96)",0.0004510599909788002,0.0018935409215232485,0.0014424809305444482,319.7980223017042,0.6230403149115521,1,0.9,1913369,True,0.30957639270507914,0.33,0.030202645156501045,30.0,,-24.0,18.0,30.0
301,0,205.0001876868685,101,"(99,)",0.0013531799729364006,0.0006311803071744163,-0.0007219996657619844,-53.355775299810645,-0.3312020844679143,3,0.30000000000000004,1908520,True,0.30957639270507914,0.33,0.015101298487292124,22.379903764016976,0.458106177657677,9.333333333333334,20.333333333333332,22.373098926066447
302,0,210.0000507211137,1,(),0.9515477792732167,0.9247834354532009,-0.0267643438200158,-2.812716755059652,-0.01239055788988318,2121,437.7,1923871,True,0.3171268226809062,0.33,0.30947974768984743,17.76849956785731,6.498721841314986,0.27204148986327203,-0.7868929750117869,0.8325906114831763
303,0,210.0000507211137,58,"(56,)",0.00986989681471512,0.004648214663004437,-0.005221682151710682,-52.90513416437778,-0.32702643104469553,22,2.2,1922342,True,0.3171268226809062,0.33,0.18121490888769265,20.452469579361086,1.3331441231844536,-19.181818181818183,-6.636363636363637,20.297375965241915
304,0,210.0000507211137,59,"(57,)",0.02332884701659937,0.04479188675258821,0.02146303973598884,92.00214532984447,0.28330608041415895,52,21.2,1919142,True,0.3171268226809062,0.33,0.17366469726684616,24.092898357120443,2.76418599577112,1.2884615384615385,23.903846153846153,23.938546198189236
305,0,210.0000507211137,90,"(88,)",0.007178106774338268,0.01859285865201775,0.011414751877679482,159.02176209592227,0.4133362497920361,16,8.8,1917598,True,0.3171268226809062,0.33,0.07550606548241878,26.002615247256486,1.8225258086935587,-18.25,18.125,25.72116103522545
306,0,210.0000507211137,92,"(90,)",0.001794526693584567,0.0025353898161842386,0.0007408631225996715,41.2845975068667,0.1500948116601447,4,1.2000000000000002,1916209,True,0.3171268226809062,0.33,0.060405160616833105,23.896267391868008,1.9038223783906818,23.25,5.5,23.891682653174513
307,0,210.0000507211137,95,"(93,)",0.0022431583669807087,0.0010564124234100994,-0.0011867459435706094,-52.90513416437776,-0.3270264142382901,5,0.5,1918621,True,0.3171268226809062,0.33,0.052854321204999784,10.541454531018317,0.7727680525822331,-10.2,-2.6,10.526157893552615
308,0,210.0000507211137,97,"(95,)",0.0008972633467922835,0.0004225649693640397,-0.0004746983774282438,-52.90513416437777,-0.32702638161409664,2,0.2,1920866,True,0.3171268226809062,0.33,0.04530347043560589,18.06544746376995,0.5284088072084904,-13.5,-12.0,18.062391868188442
309,0,210.0000507211137,98,"(88, 96)",0.00044863167339614175,0.0019015423621381788,0.0014529106887420371,323.85379252060005,0.627215999486403,1,0.9,1911099,True,0.3171268226809062,0.33,0.0377530751323281,30.0,,-24.0,18.0,30.0
310,0,210.0000507211137,101,"(99,)",0.0008972633467922835,0.0004225649693640397,-0.0004746983774282438,-52.90513416437777,-0.32702638161409664,2,0.2,1924971,True,0.3171268226809062,0.33,0.022651728463119174,22.38951575852652,0.6474320021326915,9.0,20.5,22.38861317723811
311,0,210.0000507211137,106,"(104,)",0.0008972633467922835,0.0004225649693640397,-0.0004746983774282438,-52.90513416437777,-0.32702638161409664,2,0.2,1910237,True,0.3171268226809062,0.33,0.0,6.269577913672335,0.6203108646349085,-5.5,3.0,6.264982043070834
312,0,210.0000507211137,107,"(105,)",0.00044863167339614175,0.00021128248468201986,-0.0002373491887141219,-52.90513416437777,-0.3270263272404558,1,0.1,1873203,True,0.3171268226809062,0.33,0.0,23.853720883753127,,13.0,-20.0,23.853720883753127
313,0,210.0000507211137,108,"(106,)",0.00044863167339614175,0.00021128248468201986,-0.0002373491887141219,-52.90513416437777,-0.3270263272404558,1,0.1,1900868,True,0.3171268226809062,0.33,0.0,3.605551275463989,,-3.0,-2.0,3.605551275463989
314,0,215.0001901913853,1,(),0.9478651685393259,0.9253512266722583,-0.022513941867067566,-2.3752262045626047,-0.010439959408095827,2109,441.3,1903520,True,0.32467767011034065,0.33,0.31703059511928183,17.821664313295848,6.485163510172842,0.2977714556661925,-0.7463252726410621,0.8035354705253023
315,0,215.0001901913853,58,"(56,)",0.012134831460674157,0.005661564269238834,-0.006473267191435323,-53.344516670161454,-0.33109730302489765,27,2.7,1926520,True,0.32467767011034065,0.33,0.18876575631712705,20.58720549579165,1.4345756086362562,-19.11111111111111,-7.148148148148148,20.404180695365064
316,0,215.0001901913853,59,"(57,)",0.023370786516853932,0.04780876494023904,0.02443797842338511,104.56634998467668,0.3108341952988579,52,22.8,1921867,True,0.32467767011034065,0.33,0.1812155446962806,24.171036929122582,2.788529150883223,1.3653846153846154,23.96153846153846,24.000408342186926
317,0,215.0001901913853,90,"(88,)",0.006741573033707865,0.01488781715244286,0.008146244118734994,120.83595442790241,0.3440697790215558,15,7.1000000000000005,1918480,True,0.32467767011034065,0.33,0.0830569129118532,25.925560471031442,2.390154118512293,-18.933333333333334,17.466666666666665,25.759572115148874
318,0,215.0001901913853,92,"(90,)",0.00044943820224719103,0.00020968756552736424,-0.0002397506367198268,-53.34451667016146,-0.3310971966324391,1,0.1,1920953,True,0.32467767011034065,0.33,0.06795600804626753,23.53720459187964,,23.0,5.0,23.53720459187964
319,0,215.0001901913853,95,"(93,)",0.002696629213483146,0.0012581253931641854,-0.0014385038203189606,-53.34451667016146,-0.3310972887028317,6,0.6000000000000001,1918232,True,0.32467767011034065,0.33,0.0604051686344342,10.519299016956417,1.1887883874902583,-10.166666666666666,-2.6666666666666665,10.510576683618375
320,0,215.0001901913853,97,"(95,)",0.001348314606741573,0.0006290626965820927,-0.0007192519101594803,-53.34451667016146,-0.3310972702887489,3,0.30000000000000004,1915661,True,0.32467767011034065,0.33,0.052854317865040315,18.41195603402757,0.7069741873319589,-13.666666666666666,-12.333333333333334,18.408935028645434
321,0,215.0001901913853,101,"(99,)",0.001348314606741573,0.0006290626965820927,-0.0007192519101594803,-53.34451667016146,-0.3310972702887489,3,0.30000000000000004,1924903,True,0.32467767011034065,0.33,0.030202575892553596,22.379903764016976,0.458106177657677,9.333333333333334,20.333333333333332,22.373098926066447
322,0,215.0001901913853,106,"(104,)",0.0017977528089887641,0.000838750262109457,-0.0009590025468793072,-53.34451667016146,-0.33109727949579004,4,0.4,1916565,True,0.32467767011034065,0.33,0.007550847429434421,5.599114147369688,0.9308925929626968,-5.0,2.5,5.5901699437494745
323,0,215.0001901913853,108,"(106,)",0.0008988764044943821,0.0004193751310547285,-0.0004795012734396536,-53.34451667016146,-0.3310972518746683,2,0.2,1919441,True,0.32467767011034065,0.33,0.007550847429434421,4.302775637731995,0.9860241491363455,-3.5,-2.5,4.301162633521313
324,0,215.0001901913853,109,"(107,)",0.00044943820224719103,0.00020968756552736424,-0.0002397506367198268,-53.34451667016146,-0.3310971966324391,1,0.1,1926689,True,0.32467767011034065,0.33,0.0,17.0,,-15.0,-8.0,17.0
325,0,215.0001901913853,110,"(108,)",0.00044943820224719103,0.00020968756552736424,-0.0002397506367198268,-53.34451667016146,-0.3310971966324391,1,0.1,1923583,True,0.32467767011034065,0.33,0.0,19.1049731745428,,13.0,14.0,19.1049731745428
326,0,215.0001901913853,111,"(57, 109)",0.00044943820224719103,0.001887188089746278,0.0014377498874990871,319.89934996854686,0.6231451287046782,1,0.9,1917962,True,0.32467767011034065,0.33,0.0,25.019992006393608,,-1.0,25.0,25.019992006393608
327,0,220.00043740676225,1,(),0.9458483754512635,0.9188741721854303,-0.02697420326583322,-2.851852788028932,-0.012565477752404651,2096,444.0,1919694,True,0.3322286802486068,0.33,0.32458160525754803,17.864783580052848,6.508872886857732,0.41030534351145037,-0.5873091603053435,0.7164373836509489
328,0,220.00043740676225,58,"(56,)",0.010830324909747292,0.004966887417218543,-0.005863437492528749,-54.13907284768212,-0.3385571648228735,24,2.4000000000000004,1909963,True,0.3322286802486068,0.33,0.19631676645539325,20.865498815881704,1.5342895246666424,-19.625,-6.666666666666667,20.726434074496375
329,0,220.00043740676225,59,"(57,)",0.02256317689530686,0.045115894039735094,0.022552717144428233,99.95364238410592,0.3009293187497292,50,21.8,1919618,True,0.3322286802486068,0.33,0.18876655483454677,24.47010308886349,2.944045325390324,1.08,24.24,24.264047477698355
330,0,220.00043740676225,90,"(88,)",0.008122743682310469,0.018625827814569534,0.010503084132259066,129.3046357615894,0.36041283176436684,18,9.0,1925014,True,0.3322286802486068,0.33,0.09060792305011939,25.53119467403458,2.0414206889532935,-18.38888888888889,17.61111111111111,25.461784484513306
331,0,220.00043740676225,92,"(90,)",0.0004512635379061372,0.00020695364238410596,-0.00024430989552203127,-54.13907284768213,-0.3385570559452868,1,0.1,1923967,True,0.3322286802486068,0.33,0.07550701818453372,23.53720459187964,,23.0,5.0,23.53720459187964
332,0,220.00043740676225,95,"(93,)",0.002707581227436823,0.0012417218543046358,-0.0014658593731321872,-54.13907284768212,-0.3385571506214449,6,0.6000000000000001,1917059,True,0.3322286802486068,0.33,0.0679561787727004,10.357686697276291,0.67969959340792,-9.833333333333334,-3.1666666666666665,10.330644811541157
333,0,220.00043740676225,97,"(95,)",0.0013537906137184115,0.0006208609271523179,-0.0007329296865660936,-54.13907284768212,-0.3385571316862088,3,0.30000000000000004,1921936,True,0.3322286802486068,0.33,0.0604053280033065,18.41195603402757,0.7069741873319589,-13.666666666666666,-12.333333333333334,18.408935028645434
334,0,220.00043740676225,101,"(99,)",0.0013537906137184115,0.0006208609271523179,-0.0007329296865660936,-54.13907284768212,-0.3385571316862088,3,0.30000000000000004,1898329,True,0.3322286802486068,0.33,0.03775358603081979,22.082296791519784,0.24135578893517023,10.0,19.666666666666668,22.063040991163884
335,0,220.00043740676225,106,"(104,)",0.0018050541516245488,0.0008278145695364238,-0.000977239582088125,-54.13907284768213,-0.3385571411538267,4,0.4,1922884,True,0.3322286802486068,0.33,0.015101857567700612,5.416131052056559,0.9420010098711558,-5.0,2.0,5.385164807134504
336,0,220.00043740676225,108,"(106,)",0.0013537906137184115,0.0006208609271523179,-0.0007329296865660936,-54.13907284768212,-0.3385571316862088,3,0.30000000000000004,1909612,True,0.3322286802486068,0.33,0.015101857567700612,4.535183758487997,0.805085346481996,-3.3333333333333335,-3.0,4.48454134902457
337,0,220.00043740676225,110,"(108,)",0.0009025270758122744,0.0004139072847682119,-0.0004886197910440625,-54.13907284768213,-0.3385571127509751,2,0.2,1922560,True,0.3322286802486068,0.33,0.007551010138266191,19.157172943420672,0.07382162109982936,12.5,14.5,19.144189719076646
338,0,220.00043740676225,112,"(110,)",0.0004512635379061372,0.00020695364238410596,-0.00024430989552203127,-54.13907284768213,-0.3385570559452868,1,0.1,1926238,True,0.3322286802486068,0.33,0.0,18.43908891458577,,18.0,-4.0,18.439088914585774
339,0,220.00043740676225,113,"(111,)",0.0009025270758122744,0.0037251655629139072,0.002822638487101633,312.74834437086093,0.6156853034212095,2,1.8,1926123,True,0.3322286802486068,0.33,0.0,27.83694433252633,0.45723129339616014,-8.5,-26.5,27.829840100151493
340,0,220.00043740676225,115,"(113,)",0.0009025270758122744,0.0020695364238410593,0.001167009348028785,129.30463576158937,0.36041280764461836,2,1.0,1923249,True,0.3322286802486068,0.33,0.0,25.020023980722,1.4130817415110712,-1.0,-25.0,25.019992006393608
341,0,220.00043740676225,117,"(115,)",0.0004512635379061372,0.0018625827814569536,0.0014113192435508165,312.74834437086093,0.6156852669597827,1,0.9,1896552,True,0.3322286802486068,0.33,0.0,28.284271247461906,,28.0,-4.0,28.284271247461902
342,0,225.00003780725325,1,(),0.936436884512086,0.9087934560327199,-0.027643428479366072,-2.951979886372075,-0.013013320269025925,2092,444.40000000000003,1921819,True,0.3397787136140154,0.33,0.3321316386229566,17.900410831464352,6.567404656434122,0.5611854684512428,-0.5234225621414914,0.7673984027606549
343,0,225.00003780725325,58,"(56,)",0.010743061772605193,0.009815950920245398,-0.0009271108523597957,-8.629856850715765,-0.03919569429823165,24,4.8,1918449,True,0.3397787136140154,0.33,0.2038667998208018,21.357854356993865,2.3793438479009583,-20.125,-6.791666666666667,21.24011207859109
344,0,225.00003780725325,59,"(57,)",0.023724261414503133,0.041922290388548056,0.018198028974044923,76.70640892078558,0.24725230031629425,53,20.5,1924939,True,0.3397787136140154,0.33,0.19631658819995534,23.779310395784982,2.7521077459213896,1.0377358490566038,23.62264150943396,23.645424241820017
345,0,225.00003780725325,90,"(88,)",0.010295434198746643,0.021063394683026586,0.010767960484279943,104.58966835600606,0.3108836961870729,23,10.3,1923869,True,0.3397787136140154,0.33,0.09815795641552795,25.101058520679455,2.00621541321396,-18.91304347826087,16.391304347826086,25.02754626074335
