,rep,t,genotype,drivers,tissue,blood,diff,pcterr,logprob,popsize,cellhge,cell_ID,is_outer,norm_t,norm_t_binned,norm_age,r_mean,r_std,centroid_x,centroid_y,centroid_r
30,0,50.00006018656382,15,"(13,)",0.00014438348252959862,0.00014438348252959862,0.0,0.0,0.0,1,0.1,1912779,True,0.07550645900498748,0.08,0.0,49.39635614091387,,18.0,-46.0,49.39635614091387
31,0,50.00006018656382,16,"(14,)",0.00014438348252959862,0.00014438348252959862,0.0,0.0,0.0,1,0.1,1920671,True,0.07550645900498748,0.08,0.0,6.708203932499369,,6.0,3.0,6.708203932499369
32,0,50.00006018656382,17,"(15,)",0.00014438348252959862,0.00014438348252959862,0.0,0.0,0.0,1,0.1,1922401,True,0.07550645900498748,0.08,0.0,46.69047011971501,,46.0,8.0,46.69047011971501
33,0,55.00002020863134,1,(),0.9483039033457249,0.9483039033457249,0.0,0.0,0.0,8163,816.3000000000001,1910614,True,0.08305703544477881,0.08,0.07540996045372002,34.837884999709,12.639099119307614,-1.0433664094083057,0.23618767609947322,1.0697654334585922
34,0,55.00002020863134,5,"(3,)",0.027067843866171004,0.027067843866171004,0.0,0.0,0.0,233,23.3,1921314,True,0.08305703544477881,0.08,0.030202176243066297,45.31925687231544,5.850300196421551,-13.21030042918455,-43.17596566523605,45.15170039494588
35,0,55.00002020863134,6,"(4,)",0.012197955390334572,0.012197955390334572,0.0,0.0,0.0,105,10.5,1916758,True,0.08305703544477881,0.08,0.02265180054280343,42.081271018690124,6.273797841030834,41.59047619047619,-6.057142857142857,42.02923612608732
36,0,55.00002020863134,8,"(6,)",0.00046468401486988845,0.00046468401486988845,0.0,0.0,0.0,4,0.4,1916050,True,0.08305703544477881,0.08,0.02265180054280343,32.89102237183732,0.49077806973084653,-32.5,-5.0,32.882366094914765
37,0,55.00002020863134,9,"(7,)",0.00011617100371747211,0.00011617100371747211,0.0,0.0,0.0,1,0.1,1925834,True,0.08305703544477881,0.08,0.02265180054280343,34.539832078341085,,32.0,-13.0,34.539832078341085
38,0,55.00002020863134,12,"(10,)",0.006737918215613383,0.006737918215613383,0.0,0.0,0.0,58,5.800000000000001,1906105,True,0.08305703544477881,0.08,0.007550576439791333,51.80751554022334,2.3616725632483546,-51.53448275862069,4.793103448275862,51.756900543448765
39,0,55.00002020863134,14,"(12,)",0.004065985130111524,0.004065985130111524,0.0,0.0,0.0,35,3.5,1924575,True,0.08305703544477881,0.08,0.007550576439791333,53.433908553779666,1.8036693263597279,17.314285714285713,-50.51428571428571,53.399228000228696
40,0,55.00002020863134,15,"(13,)",0.0006970260223048327,0.0006970260223048328,1.0842021724855044e-19,1.5554687167925372e-14,9.64327466553287e-17,6,0.6000000000000001,1921030,True,0.08305703544477881,0.08,0.007550576439791333,51.61480097925716,1.3765114768896067,20.166666666666668,-47.5,51.60372510240365
41,0,55.00002020863134,16,"(14,)",0.00011617100371747211,0.00011617100371747211,0.0,0.0,0.0,1,0.1,1916940,True,0.08305703544477881,0.08,0.007550576439791333,6.708203932499369,,6.0,3.0,6.708203932499369
42,0,55.00002020863134,17,"(15,)",0.00011617100371747211,0.00011617100371747211,0.0,0.0,0.0,1,0.1,1915087,True,0.08305703544477881,0.08,0.007550576439791333,46.69047011971501,,46.0,8.0,46.69047011971501
43,0,55.00002020863134,18,"(16,)",0.00011617100371747211,0.00011617100371747211,0.0,0.0,0.0,1,0.1,1911799,True,0.08305703544477881,0.08,0.0,56.0357029044876,,-46.0,32.0,56.0357029044876
44,0,60.000044779544886,1,(),0.9325046778936114,0.9129141233828554,-0.019590554510755975,-2.1008532155579216,-0.009221093164436596,6977,4756.1,1921027,True,0.09060770936154874,0.08,0.08296063437048994,35.56667786559934,14.414284754881995,-1.0827003009889637,0.9164397305432134,1.4184857142318037
45,0,60.000044779544886,5,"(3,)",0.030874097834803528,0.03990556259357365,0.009031464758770119,29.252562478406073,0.11143916157683101,231,207.9,1919552,True,0.09060770936154874,0.08,0.03775285015983622,48.79587466832159,7.261082727577681,-14.203463203463203,-46.46320346320346,48.585673228176795
46,0,60.000044779544886,6,"(4,)",0.01603849238171612,0.020730162386272025,0.004691670004555906,29.252562478406077,0.11143916128235049,120,108.0,1908365,True,0.09060770936154874,0.08,0.03020247445957335,44.641944503186664,7.869532204460691,44.09166666666667,-6.325,44.54302071530898
47,0,60.000044779544886,8,"(6,)",0.00040096230954290296,0.0005182540596568007,0.0001172917501138977,29.252562478406084,0.11143913738168304,3,2.7,1912415,True,0.09060770936154874,0.08,0.03020247445957335,33.38958842200136,0.8384971759222593,-33.0,-5.0,33.37663853655727
48,0,60.000044779544886,9,"(7,)",0.00013365410318096765,0.00017275135321893355,3.90972500379659e-05,29.252562478406087,0.11143908835470483,1,0.9,1919463,True,0.09060770936154874,0.08,0.03020247445957335,33.61547262794322,,31.0,-13.0,33.61547262794322
49,0,60.000044779544886,12,"(10,)",0.010024057738572574,0.012956351491420015,0.0029322937528474414,29.252562478406077,0.11143916091464788,75,67.5,1923632,True,0.09060770936154874,0.08,0.015101250356561256,53.65421503522771,3.159906497752605,-53.333333333333336,4.946666666666666,53.562243750197354
50,0,60.000044779544886,14,"(12,)",0.008152900294039027,0.010537832546354946,0.0023849322523159192,29.252562478406077,0.11143916068960584,61,54.9,1925155,True,0.09060770936154874,0.08,0.015101250356561256,57.47006608511031,3.0786408109106813,19.40983606557377,-54.0,57.38241661077414
51,0,60.000044779544886,15,"(13,)",0.0006682705159048383,0.0008637567660946677,0.0001954862501898294,29.252562478406073,0.11143914718708375,5,4.5,1908783,True,0.09060770936154874,0.08,0.015101250356561256,52.92528583980535,1.3757356100007003,21.4,-48.4,52.919939531333554
52,0,60.000044779544886,16,"(14,)",0.00013365410318096765,1.919459480210373e-05,-0.00011445950837886393,-85.638604169066,-0.8428014099016483,1,0.1,1900572,True,0.09060770936154874,0.08,0.015101250356561256,6.708203932499369,,6.0,3.0,6.708203932499369
53,0,60.000044779544886,19,"(17,)",0.00013365410318096765,0.00017275135321893355,3.90972500379659e-05,29.252562478406087,0.11143908835470483,1,0.9,1926612,True,0.09060770936154874,0.08,0.0,38.41874542459709,,-24.0,30.0,38.41874542459709
54,0,60.000044779544886,20,"(18,)",0.00013365410318096765,0.00017275135321893355,3.90972500379659e-05,29.252562478406087,0.11143908835470483,1,0.9,1923163,True,0.09060770936154874,0.08,0.0,41.182520563948,,20.0,36.0,41.182520563948
55,0,60.000044779544886,21,"(19,)",0.00013365410318096765,0.00017275135321893355,3.90972500379659e-05,29.252562478406087,0.11143908835470483,1,0.9,1920300,True,0.09060770936154874,0.08,0.0,56.64803615307419,,-53.0,20.0,56.64803615307419
56,0,60.000044779544886,22,"(3, 20)",0.00013365410318096765,0.00017275135321893355,3.90972500379659e-05,29.252562478406087,0.11143908835470483,1,0.9,1925274,True,0.09060770936154874,0.08,0.0,53.45091205957107,,-16.0,-51.0,53.45091205957107
57,0,60.000044779544886,23,"(21,)",0.00013365410318096765,0.00017275135321893355,3.90972500379659e-05,29.252562478406087,0.11143908835470483,1,0.9,1917268,True,0.09060770936154874,0.08,0.0,38.58756276314948,,-33.0,-20.0,38.58756276314948
58,0,60.000044779544886,24,"(22,)",0.00013365410318096765,0.00017275135321893355,3.90972500379659e-05,29.252562478406087,0.11143908835470483,1,0.9,1903066,True,0.09060770936154874,0.08,0.0,35.805027579936315,,-29.0,21.0,35.805027579936315
59,0,60.000044779544886,25,"(23,)",0.00013365410318096765,0.00017275135321893355,3.90972500379659e-05,29.252562478406087,0.11143908835470483,1,0.9,1924678,True,0.09060770936154874,0.08,0.0,47.01063709417264,,-29.0,37.0,47.01063709417264
60,0,60.000044779544886,26,"(24,)",0.00013365410318096765,0.00017275135321893355,3.90972500379659e-05,29.252562478406087,0.11143908835470483,1,0.9,1921473,True,0.09060770936154874,0.08,0.0,41.10960958218893,,-27.0,31.0,41.10960958218893
61,0,65.00022482754002,1,(),0.9310920362422508,0.8848681289405913,-0.046223907301659484,-4.96448315552266,-0.022114059056866506,3905,1992.9,1907833,True,0.09815861806851378,0.08,0.09051154307745499,29.185679697062096,14.863611263270291,-0.44046094750320103,0.4299615877080666,0.6155264520553597
62,0,65.00022482754002,5,"(3,)",0.03195040534096328,0.05354764230530148,0.0215972369643382,67.59612823017494,0.22426398088389526,134,120.60000000000001,1926459,True,0.09815861806851378,0.08,0.04530375886680127,48.8344134870577,7.716210821741871,-14.149253731343284,-46.44776119402985,48.55508110477787
63,0,65.00022482754002,6,"(4,)",0.01430615164520744,0.02397655625610514,0.009670404610897701,67.59612823017493,0.2242639802077403,60,54.0,1925302,True,0.09815861806851378,0.08,0.0377533831665384,44.75968788789161,7.7122183608843695,44.166666666666664,-6.383333333333334,44.625568779444016
64,0,65.00022482754002,8,"(6,)",0.000715307582260372,0.001198827812805257,0.00048352023054488514,67.59612823017494,0.22426395694435694,3,2.7,1926441,True,0.09815861806851378,0.08,0.0377533831665384,33.014355041671365,0.7606193356094998,-32.333333333333336,-6.0,32.885322629471716
65,0,65.00022482754002,9,"(7,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1925255,True,0.09815861806851378,0.08,0.0377533831665384,32.69556544854363,,30.0,-13.0,32.69556544854363
66,0,65.00022482754002,12,"(10,)",0.007391511683357177,0.012387887398987656,0.0049963757156304784,67.59612823017493,0.22426397906234435,31,27.900000000000002,1925700,True,0.09815861806851378,0.08,0.022652159063526304,54.510452274443,3.439614212407388,-54.12903225806452,5.225806451612903,54.38070601108732
67,0,65.00022482754002,14,"(12,)",0.009537434430138292,0.015984370837403426,0.006446936407265133,67.59612823017493,0.22426397959554598,40,36.0,1924241,True,0.09815861806851378,0.08,0.022652159063526304,57.68440080376628,4.0012695306452795,19.6,-54.15,57.58804129331019
68,0,65.00022482754002,15,"(13,)",0.0009537434430138292,0.0015984370837403426,0.0006446936407265134,67.59612823017494,0.22426396306629945,4,3.6,1924173,True,0.09815861806851378,0.08,0.022652159063526304,53.950091384876565,3.7215838139995228,22.5,-49.0,53.91892061234164
69,0,65.00022482754002,16,"(14,)",0.0002384358607534573,4.440103010389841e-05,-0.0001940348306495589,-81.37820797442501,-0.7299777320333327,1,0.1,1912337,True,0.09815861806851378,0.08,0.022652159063526304,8.06225774829855,,7.0,4.0,8.06225774829855
70,0,65.00022482754002,21,"(19,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1920150,True,0.09815861806851378,0.08,0.0075509087069650475,58.18934610390462,,-55.0,19.0,58.18934610390462
71,0,65.00022482754002,23,"(21,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1924872,True,0.09815861806851378,0.08,0.0075509087069650475,40.49691346263317,,-34.0,-22.0,40.496913462633174
72,0,65.00022482754002,24,"(22,)",0.0004768717215069146,0.0007992185418701713,0.0003223468203632567,67.59612823017494,0.22426394470047306,2,1.8,1923937,True,0.09815861806851378,0.08,0.0075509087069650475,38.55414704795224,0.39432323004324144,-32.0,21.5,38.55191305240247
73,0,65.00022482754002,27,"(25,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1922310,True,0.09815861806851378,0.08,0.0,43.28972164382672,,5.0,43.0,43.289721643826724
74,0,65.00022482754002,28,"(26,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1925143,True,0.09815861806851378,0.08,0.0,28.30194339616981,,-24.0,-15.0,28.30194339616981
75,0,65.00022482754002,29,"(27,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1919858,True,0.09815861806851378,0.08,0.0,34.48187929913333,,-17.0,-30.0,34.48187929913333
76,0,65.00022482754002,30,"(28,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1911399,True,0.09815861806851378,0.08,0.0,30.80584360149873,,-30.0,7.0,30.805843601498726
77,0,65.00022482754002,32,"(30,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1922245,True,0.09815861806851378,0.08,0.0,46.8187996428785,,-16.0,44.0,46.8187996428785
78,0,65.00022482754002,36,"(34,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1924560,True,0.09815861806851378,0.08,0.0,32.55764119219941,,-6.0,-32.0,32.55764119219941
79,0,65.00022482754002,38,"(36,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1910022,True,0.09815861806851378,0.08,0.0,48.84669896727925,,-19.0,45.0,48.84669896727925
80,0,65.00022482754002,39,"(37,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1915781,True,0.09815861806851378,0.08,0.0,40.45985664828782,,31.0,26.0,40.45985664828782
81,0,65.00022482754002,40,"(38,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1917789,True,0.09815861806851378,0.08,0.0,49.04079934095692,,46.0,17.0,49.040799340956916
82,0,65.00022482754002,41,"(39,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1922320,True,0.09815861806851378,0.08,0.0,51.31276644267,,-43.0,28.0,51.31276644267
83,0,65.00022482754002,42,"(40,)",0.0002384358607534573,0.00039960927093508566,0.00016117341018162835,67.59612823017494,0.22426390796882922,1,0.9,1924791,True,0.09815861806851378,0.08,0.0,48.87739763939975,,25.0,-42.0,48.877397639399746
84,0,70.00022590104919,1,(),0.9426392572944297,0.8703114534494306,-0.07232780384499904,-7.67290384792533,-0.03467082353835783,2843,1039.5,1924570,True,0.10570925650121042,0.08,0.09806218151015163,23.72470468648533,12.897479634394351,-0.32817446359479424,0.3014421385860007,0.44560727268642353
85,0,70.00022590104919,5,"(3,)",0.023541114058355437,0.05349966510381781,0.029958551045462373,127.26054922973876,0.3565240508870287,71,63.9,1903089,True,0.10570925650121042,0.08,0.052854397299497896,49.38085181244236,7.254293973434133,-14.28169014084507,-46.774647887323944,48.906383614639196
86,0,70.00022590104919,6,"(4,)",0.011936339522546418,0.027126590756865368,0.01519025123431895,127.26054922973877,0.35652404988266145,36,32.4,1921120,True,0.10570925650121042,0.08,0.04530402159923503,45.52278335343329,7.638891182120204,44.833333333333336,-7.055555555555555,45.38511476216964
87,0,70.00022590104919,8,"(6,)",0.0003315649867374005,0.0007535164099129269,0.0004219514231755264,127.26054922973877,0.3565239785725958,1,0.9,1899628,True,0.10570925650121042,0.08,0.04530402159923503,35.73513677041127,,-34.0,-11.0,35.73513677041127
88,0,70.00022590104919,12,"(10,)",0.007294429708222812,0.016577361018084394,0.009282931309861582,127.26054922973877,0.35652404858611453,22,19.8,1924252,True,0.10570925650121042,0.08,0.030202797496222934,56.32110707343575,3.674388556175872,-55.81818181818182,6.590909090909091,56.20595612683972
89,0,70.00022590104919,14,"(12,)",0.007957559681697613,0.01808439383791025,0.010126834156212636,127.2605492297388,0.35652404886394606,24,21.6,1916186,True,0.10570925650121042,0.08,0.030202797496222934,58.83474620605574,4.01812920375856,20.583333333333332,-55.0,58.72540856487174
90,0,70.00022590104919,15,"(13,)",0.0009946949602122016,0.002260549229738781,0.0012658542695265795,127.2605492297388,0.35652402747092327,3,2.7,1917242,True,0.10570925650121042,0.08,0.030202797496222934,54.609044972661884,3.5040420603478624,24.0,-49.0,54.56189146281496
91,0,70.00022590104919,16,"(14,)",0.0003315649867374005,8.372404554588077e-05,-0.0002478409411915197,-74.74882786336235,-0.5977180697814092,1,0.1,1923149,True,0.10570925650121042,0.08,0.030202797496222934,8.06225774829855,,7.0,4.0,8.06225774829855
92,0,70.00022590104919,24,"(22,)",0.000663129973474801,0.0015070328198258539,0.0008439028463510528,127.26054922973877,0.35652401524634003,2,1.8,1923205,True,0.10570925650121042,0.08,0.015101547139661676,36.3375898009205,0.3989171844841827,-30.0,20.5,36.33524459804833
93,0,70.00022590104919,27,"(25,)",0.0003315649867374005,0.0007535164099129269,0.0004219514231755264,127.26054922973877,0.3565239785725958,1,0.9,1915044,True,0.10570925650121042,0.08,0.0075506384326966295,42.1070065428546,,3.0,42.0,42.1070065428546
94,0,70.00022590104919,29,"(27,)",0.000663129973474801,0.0015070328198258539,0.0008439028463510528,127.26054922973877,0.35652401524634003,2,1.8,1920181,True,0.10570925650121042,0.08,0.0075506384326966295,35.858716811360054,0.5521388279836867,-14.0,-33.0,35.84689665786984
95,0,70.00022590104919,30,"(28,)",0.000663129973474801,0.0015070328198258539,0.0008439028463510528,127.26054922973877,0.35652401524634003,2,1.8,1922438,True,0.10570925650121042,0.08,0.0075506384326966295,30.374398732927986,1.3385825436652934,-29.5,7.0,30.319135871591065
96,0,70.00022590104919,41,"(39,)",0.0003315649867374005,0.0007535164099129269,0.0004219514231755264,127.26054922973877,0.3565239785725958,1,0.9,1919234,True,0.10570925650121042,0.08,0.0075506384326966295,50.24937810560445,,-43.0,26.0,50.24937810560445
97,0,70.00022590104919,45,"(43,)",0.000663129973474801,0.0015070328198258539,0.0008439028463510528,127.26054922973877,0.35652401524634003,2,1.8,1924799,True,0.10570925650121042,0.08,0.0,27.22814306667813,0.5064092031311564,19.5,-19.0,27.225906780123964
98,0,70.00022590104919,46,"(44,)",0.0003315649867374005,0.0007535164099129269,0.0004219514231755264,127.26054922973877,0.3565239785725958,1,0.9,1897239,True,0.10570925650121042,0.08,0.0,56.22277118748239,,-5.0,-56.0,56.22277118748239
99,0,70.00022590104919,47,"(45,)",0.000663129973474801,0.0015070328198258539,0.0008439028463510528,127.26054922973877,0.35652401524634003,2,1.8,1924379,True,0.10570925650121042,0.08,0.0,33.15089099631241,0.19196953202213488,-27.5,-18.5,33.1436268383531
100,0,70.00022590104919,48,"(46,)",0.0003315649867374005,0.0007535164099129269,0.0004219514231755264,127.26054922973877,0.3565239785725958,1,0.9,1925630,True,0.10570925650121042,0.08,0.0,51.62363799656123,,48.0,19.0,51.62363799656123
101,0,70.00022590104919,49,"(4, 47)",0.0003315649867374005,0.0007535164099129269,0.0004219514231755264,127.26054922973877,0.3565239785725958,1,0.9,1909146,True,0.10570925650121042,0.08,0.0,28.16025568065745,,28.0,-3.0,28.160255680657446
102,0,75.00011859904376,1,(),0.9579071597167584,0.8744458930899609,-0.08346126662679754,-8.712876376399153,-0.03959047693666592,2435,670.7,1925895,True,0.11325973127307705,0.13,0.10561265628201826,20.46538920809259,10.324594323678545,-0.38316221765913755,0.4135523613963039,0.5637719757649607
103,0,75.00011859904376,5,"(3,)",0.02006294256490952,0.059843546284224246,0.03978060371931473,198.27900912646675,0.4746226902693898,51,45.9,1908644,True,0.11325973127307705,0.13,0.060404872071364524,49.36965792213598,6.970625092794914,-12.882352941176471,-47.254901960784316,48.979391345997506
104,0,75.00011859904376,6,"(4,)",0.00944138473642801,0.028161668839634942,0.018720284103206933,198.27900912646675,0.4746226886505785,24,21.6,1914437,True,0.11325973127307705,0.13,0.05285449637110166,43.028929833778136,8.388057599258882,42.416666666666664,-6.166666666666667,42.86258728645401
105,0,75.00011859904376,12,"(10,)",0.004327301337529505,0.012907431551499348,0.008580130213969844,198.27900912646672,0.4746226850368682,11,9.9,1924003,True,0.11325973127307705,0.13,0.03775327226808956,53.360133027929095,5.154204455188258,-53.09090909090909,4.181818181818182,53.25534932196914
106,0,75.00011859904376,14,"(12,)",0.003933910306845004,0.011734028683181226,0.007800118376336222,198.27900912646675,0.47462268436972177,10,9.0,1919172,True,0.11325973127307705,0.13,0.03775327226808956,58.35958447466021,2.8399726025672303,19.3,-55.0,58.287991902277774
107,0,75.00011859904376,15,"(13,)",0.0003933910306845004,0.0011734028683181225,0.0007800118376336221,198.27900912646675,0.4746226183222293,1,0.9,1915063,True,0.11325973127307705,0.13,0.03775327226808956,59.0592922409336,,28.0,-52.0,59.0592922409336
